BookID,Title,Authors,Score,ISBN,ISBN13,Language,Num_Pages,Ratings_Count,Text_Reviews_Count,Publication_Date,Publisher,Type
10613,Night Shift,Stephen King,4.0,0451170113,9780451170118,en-US,326,1290,84,1979-02-01,Signet,Book
10614,Misery,Stephen King,4.16,0450417395,9780450417399,eng,370,429510,7051,1988-11-01,New English Library,Book
10617,The Bachman Books,Richard Bachman/Stephen King,4.11,0452277752,9780452277755,eng,704,62529,494,1996-10-01,Plume,Book
10622,Carrie,Stephen King,3.96,0671039725,9780671039721,eng,253,2707,192,1999-10-01,Pocket Books,Book
10629,Christine,Stephen King/Marie Milpois,3.77,2253147699,9782253147695,fre,411,178403,2088,2001-06-13,LGF,Book
10631,Sam Walton: Made In America,Sam Walton/John Huey,4.15,0553562835,9780553562835,eng,346,14157,610,1993-06-01,Bantam,Book
10638,The Road to Reality: A Complete Guide to the Laws of the Universe,Roger Penrose,4.11,0679776311,9780679776314,eng,1099,6164,142,2007-01-09,Vintage,Book
10639,The Paradox of Choice: Why More Is Less,Barry Schwartz,3.85,0060005696,9780060005696,eng,265,25312,1223,2005-01-18,Harper Perennial,Book
10654,Coach: Lessons on the Game of Life,Michael   Lewis,3.82,0393060918,9780393060911,en-US,96,1502,167,2005-04-17,W. W. Norton  Company,Book
10656,Next: The Future Just Happened,Michael   Lewis,3.67,0393323528,9780393323528,en-US,240,1317,106,2002-05-17,W. W. Norton  Company,Book
10662,The Ends of the Earth: A Journey to the Frontiers of Anarchy,Robert D. Kaplan,4.12,0679751238,9780679751236,eng,496,1278,74,1997-01-28,Vintage,Book
10669,When Genius Failed: The Rise and Fall of Long-Term Capital Management,Roger Lowenstein,4.19,0375758259,9780375758256,eng,264,20145,530,2001-10-09,Random House Trade Paperbacks,Book
10711,God Knows,Joseph Heller,3.8,0684841258,9780684841250,eng,368,2992,163,1997-11-12,Simon  Schuster,Book
10712,Picture This,Joseph Heller,3.68,0684868199,9780684868196,en-US,352,1219,67,2000-03-24,Simon  Schuster,Book
10714,Good as Gold,Joseph Heller,3.36,0684839741,9780684839745,eng,445,2631,100,1997-11-12,Simon  Schuster,Book
10718,Something Happened,Joseph Heller,3.52,0684841215,9780684841212,eng,576,6166,399,1997-11-12,Simon  Schuster,Book
10739,The Moviegoer,Walker Percy,3.68,0375701966,9780375701962,eng,242,21634,1660,1998-04-14,Vintage Books USA,Book
10750,Wicked: The Life and Times of the Wicked Witch of the West,Gregory Maguire/Douglas Smith,3.53,0060745908,9780060745905,en-US,409,2828,459,2004-03-02,William Morrow Paperbacks,Book
10756,The Sword and the Shield: The Mitrokhin Archive & the Secret History of the KGB,Christopher M. Andrew/Vasili Mitrokhin,3.93,0465003125,9780465003129,en-US,736,1170,82,2000-08-29,Basic Books,Book
10757,Lay Down My Sword And Shield (Hackberry Holland  #1),James Lee Burke,3.89,0752842692,9780752842691,eng,320,1680,117,2003-09-04,Orion,Book
10765,A Year in the Merde,Stephen Clarke,3.54,1582346178,9781582346175,en-US,276,11429,979,2006-05-02,Bloomsbury Publishing PLC,Book
10776,Green Hills of Africa,Ernest Hemingway/Edward Shenton,3.56,0099460955,9780099460954,eng,200,7290,387,2004-03-04,Vintage Classics,Book
10778,Across the River and into the Trees,Ernest Hemingway,3.33,0684844648,9780684844640,eng,272,5546,342,1998-04-15,Scribner,Book
10801,The Big Rock Candy Mountain,Wallace Stegner,4.15,0140139397,9780140139396,eng,563,6187,669,1991-03-01,Penguin,Book
10802,Beyond the Hundredth Meridian: John Wesley Powell and the Second Opening of the West,Wallace Stegner/Bernard DeVoto,4.07,0140159940,9780140159943,eng,438,3010,244,1992-03-01,Penguin Books,Book
10805,All the Little Live Things,Wallace Stegner,4.09,0140154418,9780140154412,eng,345,2595,350,1991-12-01,Penguin Books,Book
10806,Where the Bluebird Sings to the Lemonade Springs,Wallace Stegner/T.H. Watkins,4.1,0375759328,9780375759321,eng,234,1553,113,2002-04-09,Modern Library,Book
10814,Here Is New York,E.B. White/Roger Angell/Barbara Cohen/Judith Stonehill,4.3,1892145022,9781892145024,eng,58,5379,544,2000-01-01,Little Bookroom,Book
10836,Che Guevara: A Revolutionary Life,Jon Lee Anderson/José Hernández/Leena Nivala,4.12,0802135587,9780802135582,eng,814,15468,548,1998-03-09,Grove Press (NYC),Book
10853,In Search of Captain Zero: A Surfer's Road Trip Beyond the End of the Road,Allan C. Weisbecker,3.89,1585421774,9781585421770,eng,352,2246,166,2002-09-16,TarcherPerigee,Book
10867,The Pleasure of My Company,Steve Martin,3.78,0786888016,9780786888016,eng,176,13257,1240,2004-10-06,Hachette Books,Book
10873,Shopgirl,Steve Martin,3.43,0786891076,9780786891078,eng,130,30067,2166,2000-01-01,Hachette Books,Book
10877,Generation of Swine: Tales of Shame and Degradation in the '80's,Hunter S. Thompson,3.78,0743250443,9780743250443,eng,336,5980,171,2003-11-06,Simon  Schuster,Book
10879,The Gonzo Way: A Celebration of Dr. Hunter S. Thompson,Anita Thompson,3.96,1555916228,9781555916220,en-US,112,1052,36,2007-07-01,Fulcrum Publishing,Book
10880,The Proud Highway: Saga of a Desperate Southern Gentleman  1955-1967,Hunter S. Thompson/Douglas Brinkley,4.14,0345377966,9780345377968,eng,720,2961,116,1998-04-07,Ballantine Books,Book
10884,Einstein: His Life and Universe,Walter Isaacson,4.11,0743264738,9780743264730,eng,675,113315,2833,2007-04-10,Simon  Schuster,Book
10885,The Wise Men: Six Friends and the World They Made,Walter Isaacson/Evan Thomas,4.07,0684837714,9780684837710,eng,864,2664,78,1997-06-04,Simon & Schuster,Book
10887,Kissinger,Walter Isaacson,3.94,0743286979,9780743286978,eng,896,2507,140,2005-09-27,Simon  Schuster,Book
10890,Traveling Mercies: Some Thoughts on Faith,Anne Lamott,4.16,0385496095,9780385496094,eng,275,39822,2297,2000-02-15,Anchor,Book
10897,There's No Place Like Here,Cecelia Ahern,3.67,1401301886,9781401301880,eng,340,1926,314,2007-09-04,Hachette Books,Book
10907,The Pursuit of Happyness,Chris Gardner,4.19,0060744871,9780060744878,eng,320,21292,756,2006-10-24,Amistad,Book
10908,Harvesting the Heart,Jodi Picoult,3.6,0140230270,9780140230277,eng,453,39611,2473,1995-04-01,Penguin Books,Book
10909,The Tenth Circle,Jodi Picoult,3.5,074349671X,9780743496711,eng,416,108646,5039,2006-10-24,Allen & Ulwin,Book
10910,Mercy,Jodi Picoult,3.58,0743422449,9780743422444,eng,400,42046,2564,2001-04-01,Washington Square Press,Book
10912,Picture Perfect,Jodi Picoult,3.54,0425185508,9780425185506,eng,369,46383,2502,2002-07-02,Berkley,Book
10914,Songs of the Humpback Whale,Jodi Picoult,3.2,0743431014,9780743431019,eng,346,27590,1838,2001-10-01,Washington Square Press,Book
10915,Salem Falls,Jodi Picoult,3.82,0743418719,9780743418713,eng,434,67431,3066,2002-08-01,Washington Square Press,Book
10916,The Pact,Jodi Picoult,4.01,0061150142,9780061150142,eng,512,244774,8841,2006-08-29,Avon,Book
10917,My Sister's Keeper,Jodi Picoult,4.07,0743454537,9780743454537,eng,423,986711,29652,2005-02-01,Washington Square Press,Book
10920,Cold Mountain,Charles Frazier,3.86,0802142842,9780802142849,eng,356,208001,4972,2006-09-01,Grove Press,Book
10929,For One More Day,Mitch Albom,4.1,1401303277,9781401303273,eng,197,113593,6830,2006-09-26,Hachette Books,Book
10951,The Last Innocent Man,Phillip Margolin,3.91,0060739681,9780060739683,eng,352,1667,57,2005-01-25,HarperTorch,Book
10964,Outlander (Outlander  #1),Diana Gabaldon,4.23,0440242940,9780440242949,eng,850,673350,34690,2005-07-26,Dell Publishing Company,Book
10965,A Breath of Snow and Ashes (Outlander  #6),Diana Gabaldon,4.44,0385340397,9780385340397,eng,980,105950,3992,2006-08-29,Delta,Book
10967,The Fiery Cross (Outlander  #5),Diana Gabaldon/Janos Farkas,4.27,0440221668,9780440221661,eng,1443,128901,5294,2005-08-30,Dell,Book
10969,Dragonfly in Amber (Outlander  #2),Diana Gabaldon,4.32,0385302312,9780385302319,eng,743,1088,118,1992-07-01,Delacorte Press,Book
10974,As I Lay Dying,William Faulkner/E.L. Doctorow,3.71,0375504524,9780375504525,eng,231,1003,101,2001-01-25,Modern Library,Book
10979,Light in August,William Faulkner,3.94,0679732268,9780679732266,eng,507,47794,1920,1991-01-30,Vintage,Book
10982,Selected Short Stories,William Faulkner,4.09,0679424784,9780679424789,eng,320,1017,64,1993-05-18,Modern Library,Book
10984,Three Famous Short Novels: Spotted Horses Old Man the Bear,William Faulkner,3.86,0394701496,9780394701493,eng,320,1457,117,1958-02-12,Vintage Books,Book
10985,The Town,William Faulkner,4.1,0394701844,9780394701844,eng,371,1253,68,1961-02-12,Vintage Books,Book
10987,Voyager (Outlander  #3),Diana Gabaldon,4.39,0385335997,9780385335997,eng,870,198818,8130,2001-08-07,Delta,Book
10988,Drums of Autumn (Outlander  #4),Diana Gabaldon,4.35,0385335989,9780385335980,eng,880,141771,5455,2001-08-07,Delta,Book
10989,The Outlandish Companion: Companion to Outlander  Dragonfly in Amber  Voyager  and Drums of Autumn,Diana Gabaldon,4.08,0385324138,9780385324137,eng,577,11433,478,1999-06-29,Delacorte Press,Book
10990,Lord John and the Private Matter (Lord John Grey  #1),Diana Gabaldon,3.7,0770429459,9780770429454,eng,368,32446,1345,2005-10-04,Seal,Book
10992,Cross Stitch (Outlander  #1),Diana Gabaldon,4.23,0099911701,9780099911708,eng,864,2384,323,1994-03-03,Arrow Books,Book
11000,Eight Mindful Steps to Happiness: Walking the Buddha's Path,Henepola Gunaratana,4.3,0861711769,9780861711765,eng,288,1103,50,2001-06-15,Wisdom Publications,Book
11002,Eight Men Out: The Black Sox and the 1919 World Series,Eliot Asinof/Stephen Jay Gould,4.03,0805065377,9780805065374,en-US,336,8614,242,2000-05-01,Holt Paperbacks,Book
11003,Eleven on Top (Stephanie Plum  #11),Janet Evanovich,4.16,0312985347,9780312985349,eng,321,91695,1731,2006-06-20,St. Martin's Press,Book
11012,Dubliners,James Joyce/Jeri Johnson/Thiên Lương,3.85,0192839993,9780192839992,eng,207,91755,3246,2001-03-15,Oxford University Press,Book
11013,Finnegans Wake,James Joyce,3.67,0571217354,9780571217359,eng,628,9780,591,2002-11-04,Faber & Faber,Book
11016,Jane Eyre,Charlotte Brontë/Stevie Davies,4.12,0141441143,9780141441146,eng,590,8333,874,2006-06-29,Penguin Classics,Book
11019,Jane Eyre,Charlotte Brontë/Richard J. Dunn,4.12,0393975428,9780393975420,eng,534,1475,156,2000-12-13,W. W. Norton & Company,Book
11022,Purity of Blood (Adventures of Captain Alatriste  #2),Arturo Pérez-Reverte/Margaret Sayers Peden,3.75,0452287987,9780452287983,eng,268,3240,130,2006-11-28,Plume,Book
11026,Barnaby Rudge,Charles Dickens/John Bowen/Hablot Knight Browne,3.81,0140437282,9780140437287,eng,744,8156,366,2003-02-27,Penguin Books,Book
11031,The Flanders Panel,Arturo Pérez-Reverte/Margaret Jull Costa,3.79,0156029588,9780156029582,eng,295,12998,589,2004-06-07,Mariner Books,Book
11033,The Seville Communion,Arturo Pérez-Reverte/Sonia Soto,3.68,0156029812,9780156029810,eng,400,3912,209,2004-06-07,Mariner Books,Book
11036,Little Birds,Anaïs Nin,3.72,0156029049,9780156029049,eng,148,7888,366,2004-02-02,Mariner Books,Book
11037,The Diary of Anaïs Nin  Vol. 2: 1934-1939,Anaïs Nin/Gunther Stuhlmann,4.18,0156260263,9780156260268,eng,372,1775,47,1970-03-25,Mariner Books,Book
11038,"Henry and June: From ""A Journal of Love"": The Unexpurgated Diary of Anaïs Nin  1931-1932",Anaïs Nin,3.9,015640057X,9780156400572,eng,304,8311,449,1990-10-29,Mariner Books,Book
11043,House of Incest,Anaïs Nin/Val Telberg,3.8,0804001480,9780804001489,eng,72,1843,143,1991-02-01,Swallow Press,Book
11044,The Diary of Anaïs Nin  Vol. 3: 1939-1944,Anaïs Nin/Gunther Stuhlmann,4.18,0156260271,9780156260275,eng,348,1392,40,1971-03-24,Mariner Books,Book
11045,The Spectator Bird,Wallace Stegner,3.99,0140139400,9780140139402,eng,214,4808,550,1990-11-01,Penguin,Book
11077,The Sex Lives of Cannibals: Adrift in the Equatorial Pacific,J. Maarten Troost,3.87,0767915305,9780767915304,eng,272,19422,2077,2004-06-08,Broadway Books,Book
11089,The Read-Aloud Handbook,Jim Trelease,4.41,0143037390,9780143037392,eng,432,4357,707,2006-07-25,Penguin Books,Book
11095,The Working Poor: Invisible in America,David K. Shipler,4.03,0375708219,9780375708213,eng,352,4929,369,2005-01-04,Vintage,Book
11101,First Comes Love (Hot Water  California #1),Christie Ridgway,3.81,0380818957,9780380818952,en-US,384,1051,47,2002-01-01,Avon Books,Book
11136,The Chronicles of Narnia (The Chronicles of Narnia  #1-7),C.S. Lewis/Pauline Baynes,4.26,0060765453,9780060765453,eng,766,1131,53,2005-10-15,HarperEntertainment,Book
11137,Mere Christianity,C.S. Lewis/Kathleen Norris,4.32,0060652926,9780060652920,eng,227,7665,664,2015-04-21,HarperOne,Book
11138,Mere Christianity,C.S. Lewis,4.32,0684823780,9780684823782,eng,191,240060,5828,1996-06-01,Touchstone Books,Book
11149,The Screwtape Letters,C.S. Lewis,4.22,0060652896,9780060652890,eng,224,116834,4746,2001-03-06,HarperCollins,Book
11162,Summer for the Gods: The Scopes Trial and America's Continuing Debate Over Science and Religion,Edward J. Larson/Brian Troxell,3.9,0674854292,9780674854291,eng,318,1458,108,1998-11-15,Harvard University Press,Book
11166,Dawn (The Night Trilogy  #2),Elie Wiesel/Frances Frenaye,3.87,0809037726,9780809037728,eng,81,12576,975,2006-03-21,Hill & Wang,Book
11168,Day (The Night Trilogy  #3),Elie Wiesel/Anne Borchardt,3.84,0809023091,9780809023097,eng,109,7332,465,2006-03-21,Hill and Wang,Book
11208,How the García Girls Lost Their Accents,Julia Alvarez,3.63,0452287073,9780452287075,eng,304,18032,1144,2005-10-04,Plume,Book
11225,One Flew Over the Cuckoo's Nest,Ken Kesey,4.2,0451137094,9780451137098,eng,272,1120,104,1963-02-01,Signet,Book
11229,The Sea  The Sea,Iris Murdoch/Mary Kinzie,3.92,014118616X,9780141186160,eng,528,13010,771,2001-03-01,Penguin Books Ltd,Book
11234,A Fairly Honourable Defeat,Iris Murdoch/Peter Reed,3.93,0141186178,9780141186177,eng,432,1417,115,2001-03-01,Penguin Classics,Book
11235,The Unicorn,Iris Murdoch,3.63,014002476X,9780140024760,eng,270,1846,159,1987-01-06,Penguin Books,Book
11244,Mystical Paths (Starbridge  #5),Susan Howatch,4.23,0006496873,9780006496878,eng,576,1045,38,1996-07-01,HarperCollins Publishers,Book
11245,Glittering Images (Starbridge  #1),Susan Howatch,4.07,000649689X,9780006496892,eng,512,2043,209,1996-07-22,Fontana,Book
11247,Scandalous Risks,Susan Howatch,4.2,0006496903,9780006496908,eng,480,1114,43,2009-07-22,Harper,Book
11251,Glamorous Powers (Starbridge  #2),Susan Howatch,4.19,000649692X,9780006496922,en-GB,512,1493,69,1996-07-22,HarperCollins,Book
11253,A Severed Head,Iris Murdoch,3.73,0140020039,9780140020038,eng,204,3682,319,1976-11-18,Penguin Books,Book
11262,Absolute Truths (Starbridge  #6),Susan Howatch,4.34,0517170779,9780517170779,eng,672,1066,52,1996-08-14,Random House Value Publishing,Book
11277,The Hollow Man,Dan Simmons,3.46,0553563505,9780553563504,en-US,342,2532,149,1993-09-01,Bantam Spectra,Book
11278,Hardcase (Joe Kurtz  #1),Dan Simmons,3.68,0312980167,9780312980160,en-US,291,1067,61,2002-08-19,Minotaur Books,Book
11279,Summer of Night (Seasons of Horror  #1),Dan Simmons,4.02,0446362662,9780446362665,eng,600,16116,894,1992-03-01,Warner Books,Book
11286,Carrion Comfort,Dan Simmons,3.9,0446359203,9780446359207,eng,884,15742,714,1990-10-01,Warner Books,Book
11289,The Rise of Endymion (Hyperion Cantos  #4),Dan Simmons,4.18,0553572989,9780553572988,eng,709,36728,1229,1998-07-01,Spectra,Book
11290,Children of the Night,Dan Simmons,3.71,0446364754,9780446364751,eng,464,5855,264,1993-06-01,Warner Books,Book
11296,Haruki Murakami and the Music of Words,Jay Rubin,3.83,0099455447,9780099455448,eng,462,1444,68,2005-01-06,Vintage,Book
11297,Norwegian Wood,Haruki Murakami/Jay Rubin,4.03,0375704027,9780375704024,eng,296,248676,12203,2000-09-12,Vintage Books,Book
11298,A Wild Sheep Chase (The Rat  #3),Haruki Murakami/Alfred Birnbaum,3.95,037571894X,9780375718946,eng,353,68918,3022,2002-04-09,Vintage,Book
11301,Horton Hatches the Egg,Dr. Seuss,4.16,0007175191,9780007175192,eng,64,37851,597,2004-10-02,Harpercollins Children's Books,Book
11308,Seaward,Susan Cooper,3.97,0020421907,9780020421900,eng,167,1756,72,1987-04-30,Aladdin Paperbacks,Book
11311,The Boggart,Susan Cooper/Omar Rayyan,3.75,1416905278,9781416905271,eng,196,4085,181,2005-05-31,Aladdin Paperbacks,Book
11313,Silver on the Tree (The Dark is Rising  #5),Susan Cooper,4.15,0689840330,9780689840333,eng,274,27802,507,2000-12-01,Margaret K. McElderry Books,Book
11318,Trouble Is My Business,Raymond Chandler,4.06,0394757645,9780394757643,eng,224,9606,258,1988-08-12,Vintage Crime/Black Lizard,Book
11320,The Captain's Verses,Pablo Neruda/Donald Devenish Walsh,4.25,0811215806,9780811215800,mul,151,4494,160,2004-07-19,New Directions Publishing Corporation,Book
11324,Under the Net,Iris Murdoch,3.77,0140014454,9780140014457,eng,252,11174,465,1982-10-27,Penguin Books Ltd,Book
11326,Love,Toni Morrison,3.75,1400078474,9781400078479,eng,224,7580,452,2005-01-04,Vintage,Book
11334,Song of Solomon,Toni Morrison,4.06,140003342X,9781400033423,eng,337,73894,2763,2004-06-08,Vintage,Book
11337,The Bluest Eye,Toni Morrison,4.03,0452287065,9780452287068,eng,216,132233,5507,2005-09-06,Plume,Book
11339,100 Love Sonnets,Pablo Neruda/Stephen Tapscott,4.39,0292760280,9780292760288,eng,232,12613,392,1986-01-01,University of Texas Press,Book
11341,Jazz,Toni Morrison,3.81,1400076218,9781400076215,eng,229,1338,128,2004-06-08,Vintage,Book
11346,Sula,Toni Morrison,3.93,0452283868,9780452283862,eng,174,47998,2479,2002-04-05,Plume Books,Book
11347,Sula,Toni Morrison,3.93,1400033438,9781400033430,eng,174,3552,361,2004-06-08,Vintage International,Book
11359,Tar Baby,Toni Morrison,3.93,1400033446,9781400033447,eng,320,15795,447,2004-06-08,Vintage,Book
11366,The Guns of August,Barbara W. Tuchman/Robert K. Massie,4.17,0345476093,9780345476098,eng,606,40927,1671,2004-08-03,Ballantine Books,Book
11371,It Can't Happen Here,Sinclair Lewis/Michael R.  Meyer,3.77,045121658X,9780451216588,eng,400,9031,1555,2005-10-04,NAL Trade,Book
11376,Main Street,Sinclair Lewis,3.77,0375753141,9780375753145,eng,454,21451,778,2000-11-01,Modern Library,Book
11378,Elmer Gantry,Sinclair Lewis,3.99,2859405461,9782859405465,fre,352,3840,318,1998-10-01,Phébus,Book
11389,Arrowsmith,Sinclair Lewis/E.L. Doctorow,3.82,0451526910,9780451526915,eng,428,5889,300,1953-06-01,Harcourt Brace Jovanovich,Book
11413,Captivating: Unveiling the Mystery of a Woman's Soul,John Eldredge/Stasi Eldredge,3.91,0785264698,9780785264699,en-US,243,42509,738,2005-04-05,Nelson Books,Book
11426,Family (Firstborn  #4),Karen Kingsbury,4.42,0842387463,9780842387460,eng,345,8370,143,2006-10-01,Tyndale House Publishers,Book
11427,Found (Firstborn  #3),Karen Kingsbury,4.44,0842387455,9780842387453,eng,342,8874,174,2006-08-01,Tyndale House Publishers,Book
11428,Forever (Firstborn  #5),Karen Kingsbury,4.43,1414307640,9781414307640,eng,346,8158,146,2007-02-22,Tyndale House Publishers,Book
11429,Ever After (Lost Love  #2),Karen Kingsbury,4.32,031024756X,9780310247562,eng,337,10722,354,2007-01-01,Zondervan,Book
11430,Return (Redemption  #3),Karen Kingsbury/Gary Smalley,4.45,0842382895,9780842382892,eng,384,13180,288,2003-09-01,Tyndale House Publishers,Book
11432,Reunion (Redemption  #5),Karen Kingsbury/Gary Smalley,4.5,0842386882,9780842386883,en-US,400,12509,271,2004-07-01,Tyndale House Publishers,Book
11433,Redemption (Redemption  #1),Karen Kingsbury/Gary Smalley,4.38,0842356223,9780842356220,eng,384,25248,859,2002-07-22,Tyndale House Publishers,Book
11434,Forgiven (Firstborn  #2),Karen Kingsbury,4.41,0842387447,9780842387446,eng,358,9804,172,2005-09-23,Tyndale House Publishers,Book
11436,Rejoice (Redemption  #4),Karen Kingsbury/Gary Smalley,4.46,084386874,9780842386876,eng,344,12550,201,2004-03-22,Tyndale House Publishers,Book
11437,Where I'm Calling From: New and Selected Stories,Raymond Carver,4.42,0679722319,9780679722311,eng,544,18280,772,2000-09-12,Vintage Contemporaries,Book
11439,All of Us: The Collected Poems,Raymond Carver,4.3,0375703802,9780375703805,eng,416,1651,107,2000-04-04,Vintage,Book
11441,Short Cuts: Selected Stories,Raymond Carver/Robert Altman,4.11,0679748644,9780679748649,eng,157,4455,232,1993-09-14,Vintage,Book
11449,Cathedral,Raymond Carver,4.28,0679723692,9780679723691,eng,230,21895,894,1989-06-18,Vintage Contemporaries,Book
11463,In Pharaoh's Army: Memories of the Lost War,Tobias Wolff/Luann Walther,4.08,0679760237,9780679760238,eng,240,2398,175,1995-09-26,Vintage,Book
11464,Old School,Tobias Wolff,3.82,0747574650,9780747574651,eng,196,7772,826,2005-02-07,Bloomsbury,Book
11466,This Boy's Life,Tobias Wolff,3.98,0802136680,9780802136688,eng,304,22828,1304,2000-01-20,Grove Press,Book
11468,The Vintage Book of Contemporary American Short Stories,Tobias Wolff,4.11,0679745130,9780679745136,eng,576,1227,79,1994-09-06,Vintage,Book
11472,We Wish to Inform You That Tomorrow We Will Be Killed with Our Families,Philip Gourevitch,4.24,0312243359,9780312243357,eng,356,24862,1443,1999-09-04,Picador USA,Book
11486,The Color Purple,Alice Walker,4.2,0671727796,9780671727796,eng,295,445206,9643,2004-04-01,Pocket,Book
11494,Humboldt's Gift,Saul Bellow,3.86,0140189440,9780140189445,eng,487,6995,378,1996-06-01,Penguin Classics,Book
11499,The Promise,Chaim Potok,4.15,1400095417,9781400095414,eng,368,11255,499,2005-11-08,Anchor Books,Book
11502,The Gift of Asher Lev,Chaim Potok,4.16,0449001156,9780449001158,eng,384,6224,339,1997-09-10,Ballantine Books,Book
11503,In the Beginning,Chaim Potok,4.08,044900113X,9780449001134,eng,416,2222,120,1997-09-10,Ballantine Books,Book
11507,My Name Is Asher Lev,Chaim Potok,4.21,1400031044,9781400031047,eng,369,32785,2398,2003-03-11,Anchor,Book
11525,1 000 Places to See Before You Die,Patricia Schultz,3.85,0761104844,9780761104841,eng,992,36303,439,2003-05-22,Workman Publishing Company,Book
11535,The Crook Factory,Dan Simmons,3.8,0380789175,9780380789177,eng,580,1108,89,2000-08-01,HarperTorch,Book
11548,Mine,Robert R. McCammon,3.9,0671739441,9780671739447,en-GB,496,9111,231,1991-05-01,Pocket Books,Book
11549,Gone South,Robert R. McCammon,3.93,0671743074,9780671743079,eng,400,4849,228,1993-08-01,Pocket Books,Book
11550,Usher's Passing,Robert R. McCammon,3.92,0671769928,9780671769925,eng,416,3226,143,1992-10-01,Pocket Books,Book
11551,The Wolf's Hour,Robert R. McCammon,4.06,0671731424,9780671731427,eng,603,8741,326,1990-08-15,Pocket Books,Book
11552,Mystery Walk,Robert R. McCammon,3.89,067176991X,9780671769918,eng,432,2242,96,1992-10-01,Pocket Books,Book
11553,Boy's Life,Robert R. McCammon,4.35,0671743058,9780671743055,eng,580,17540,1740,1992-05-01,Pocket Books,Book
11556,Stinger,Robert R. McCammon,3.87,0671737767,9780671737764,en-US,538,5725,147,1988-04-01,Pocket Books,Book
11557,Swan Song,Robert R. McCammon,4.28,0671741039,9780671741037,eng,956,46244,2540,1987-06-01,Pocket Books,Book
11563,Danse Macabre,Stephen King,3.64,042518160X,9780425181607,eng,400,21063,460,2001-09-01,Berkley,Book
11566,The Green Mile,Stephen King,4.44,0451933028,9780451933027,eng,592,207869,4570,1996-09-01,Penguin Signet,Book
11570,Dreamcatcher,Stephen King/William Olivier Desmond/Maria Teresa Marenco,3.63,2226131906,9782226131904,fre,688,136312,1617,2002-03-01,Albin Michel,Book
11574,The Body,Stephen King/Robin Waterfield,4.25,0582418178,9780582418172,eng,80,29670,974,1999-12-20,Penguin Books,Book
11580,Creepshow,Stephen King/Bernie Wrightson/Michele Wrightson,4.07,0452253802,9780452253803,eng,66,34392,275,1982-08-01,Plume,Book
11584,On Writing: A Memoir,Stephen King,4.33,0340820462,9780340820469,eng,384,1118,142,2001-09-01,New English Library,Book
11588,The Shining,Stephen King,4.22,0450040186,9780450040184,eng,659,978535,15105,1980-07-01,New English Library (Hodder & Stoughton),Book
11597,The Dark Half,Stephen King,3.77,045052468X,9780450524684,eng,469,110131,1282,1990-10-07,New English Library,Book
11604,The Girl Who Loved Tom Gordon,Stephen King,3.59,0671042858,9780671042851,eng,264,1997,184,2000-02-01,Pocket Books,Book
11605,Riding the Bullet,Stephen King/Josh Hamilton,3.63,0743525876,9780743525879,eng,66,11649,270,2002-05-01,Simon  Schuster Audio,Book
11606,The Bachman Books: Four Early Novels by Stephen King,Stephen King/Richard Bachman,4.11,0453005071,9780453005074,eng,692,1098,84,1985-10-04,NAL Books,Book
11611,Stand by Me,Raynold Gideon,4.32,9998691567,9789998691568,eng,96,1436,24,1986-06-01,Columbia Pictures Pubns,Book
11623,The Unabridged Journals of Sylvia Plath,Sylvia Plath/Karen V. Kukil,4.31,0385720254,9780385720250,eng,732,14009,483,2000-10-17,Anchor,Book
11625,Ariel: The Restored Edition,Sylvia Plath/Frieda Hughes,4.27,0060732601,9780060732608,eng,256,3737,283,2018-03-06,Harper Perennial Modern Classics,Book
11627,The Colossus and Other Poems,Sylvia Plath,4.19,0375704469,9780375704468,eng,84,9140,224,1998-05-19,Vintage,Book
11630,Rough Magic: A Biography of Sylvia Plath,Paul Alexander,3.92,0306812991,9780306812996,eng,402,1516,60,2003-09-18,Da Capo Press,Book
11632,The Journals of Sylvia Plath,Sylvia Plath/Ted Hughes/Frances McCullough,4.17,0385493916,9780385493918,eng,384,1163,64,1998-05-11,Anchor,Book
11650,American Pastoral (The American Trilogy  #1),Philip Roth,3.92,0099771810,9780099771814,eng,432,47156,3007,1998-03-05,Vintage,Book
11653,I Married a Communist (The American Trilogy  #2),Philip Roth,3.81,0375707212,9780375707216,eng,323,4996,325,1999-11-02,Vintage,Book
11654,Sabbath's Theater,Philip Roth,3.85,0679772596,9780679772590,eng,451,6993,482,1996-08-06,Vintage,Book
11655,The Counterlife,Philip Roth,3.91,0679749047,9780679749042,eng,336,3192,195,1996-08-06,Vintage,Book
11656,Rabbit Angstrom: The Four Novels,John Updike,4.26,0679444599,9780679444596,eng,1520,1512,148,1995-10-17,Everyman's Library,Book
11657,Terrorist,John Updike,3.17,0307264653,9780307264657,eng,320,3490,410,2006-06-06,Knopf,Book
11664,Brazil,John Updike,3.45,0449911632,9780449911631,eng,272,2001,150,1996-08-27,Random House Trade Paperbacks,Book
11666,Rabbit at Rest (Rabbit Angstrom #4),John Updike,3.97,0449911942,9780449911945,eng,608,13361,395,1996-08-27,Random House Trade,Book
11686,The Stories of John Cheever,John Cheever/Pelle Fritz-Crone,4.27,0375724427,9780375724428,eng,693,12270,529,2000-05-16,Vintage International,Book
11690,Istanbul: Memories and the City,Orhan Pamuk,3.79,1400033888,9781400033881,eng,356,11930,973,2006-07-11,Vintage International,Book
11692,The Black Book,Orhan Pamuk/Maureen Freely/عین له غریب,3.91,1400078652,9781400078653,eng,466,6352,425,2006-07-11,Vintage,Book
